Ticker,"Sustainalytics ESG Risk Score 
 2012-01","Sustainalytics ESG Risk Score 
 2012-02","Sustainalytics ESG Risk Score 
 2012-03","Sustainalytics ESG Risk Score 
 2012-04","Sustainalytics ESG Risk Score 
 2012-05","Sustainalytics ESG Risk Score 
 2012-06","Sustainalytics ESG Risk Score 
 2012-07","Sustainalytics ESG Risk Score 
 2012-08","Sustainalytics ESG Risk Score 
 2012-09","Sustainalytics ESG Risk Score 
 2012-10","Sustainalytics ESG Risk Score 
 2012-11","Sustainalytics ESG Risk Score 
 2012-12","Sustainalytics ESG Risk Score 
 2013-01","Sustainalytics ESG Risk Score 
 2013-02","Sustainalytics ESG Risk Score 
 2013-03","Sustainalytics ESG Risk Score 
 2013-04","Sustainalytics ESG Risk Score 
 2013-05","Sustainalytics ESG Risk Score 
 2013-06","Sustainalytics ESG Risk Score 
 2013-07","Sustainalytics ESG Risk Score 
 2013-08","Sustainalytics ESG Risk Score 
 2013-09","Sustainalytics ESG Risk Score 
 2013-10","Sustainalytics ESG Risk Score 
 2013-11","Sustainalytics ESG Risk Score 
 2013-12","Sustainalytics ESG Risk Score 
 2014-01","Sustainalytics ESG Risk Score 
 2014-02","Sustainalytics ESG Risk Score 
 2014-03","Sustainalytics ESG Risk Score 
 2014-04","Sustainalytics ESG Risk Score 
 2014-05","Sustainalytics ESG Risk Score 
 2014-06","Sustainalytics ESG Risk Score 
 2014-07","Sustainalytics ESG Risk Score 
 2014-08","Sustainalytics ESG Risk Score 
 2014-09","Sustainalytics ESG Risk Score 
 2014-10","Sustainalytics ESG Risk Score 
 2014-11","Sustainalytics ESG Risk Score 
 2014-12","Sustainalytics ESG Risk Score 
 2015-01","Sustainalytics ESG Risk Score 
 2015-02","Sustainalytics ESG Risk Score 
 2015-03","Sustainalytics ESG Risk Score 
 2015-04","Sustainalytics ESG Risk Score 
 2015-05","Sustainalytics ESG Risk Score 
 2015-06","Sustainalytics ESG Risk Score 
 2015-07","Sustainalytics ESG Risk Score 
 2015-08","Sustainalytics ESG Risk Score 
 2015-09","Sustainalytics ESG Risk Score 
 2015-10","Sustainalytics ESG Risk Score 
 2015-11","Sustainalytics ESG Risk Score 
 2015-12","Sustainalytics ESG Risk Score 
 2016-01","Sustainalytics ESG Risk Score 
 2016-02","Sustainalytics ESG Risk Score 
 2016-03","Sustainalytics ESG Risk Score 
 2016-04","Sustainalytics ESG Risk Score 
 2016-05","Sustainalytics ESG Risk Score 
 2016-06","Sustainalytics ESG Risk Score 
 2016-07","Sustainalytics ESG Risk Score 
 2016-08","Sustainalytics ESG Risk Score 
 2016-09","Sustainalytics ESG Risk Score 
 2016-10","Sustainalytics ESG Risk Score 
 2016-11","Sustainalytics ESG Risk Score 
 2016-12","Sustainalytics ESG Risk Score 
 2017-01","Sustainalytics ESG Risk Score 
 2017-02","Sustainalytics ESG Risk Score 
 2017-03","Sustainalytics ESG Risk Score 
 2017-04","Sustainalytics ESG Risk Score 
 2017-05","Sustainalytics ESG Risk Score 
 2017-06","Sustainalytics ESG Risk Score 
 2017-07","Sustainalytics ESG Risk Score 
 2017-08","Sustainalytics ESG Risk Score 
 2017-09","Sustainalytics ESG Risk Score 
 2017-10","Sustainalytics ESG Risk Score 
 2017-11","Sustainalytics ESG Risk Score 
 2017-12","Sustainalytics ESG Risk Score 
 2018-01","Sustainalytics ESG Risk Score 
 2018-02","Sustainalytics ESG Risk Score 
 2018-03","Sustainalytics ESG Risk Score 
 2018-04","Sustainalytics ESG Risk Score 
 2018-05","Sustainalytics ESG Risk Score 
 2018-06","Sustainalytics ESG Risk Score 
 2018-07","Sustainalytics ESG Risk Score 
 2018-08","Sustainalytics ESG Risk Score 
 2018-09","Sustainalytics ESG Risk Score 
 2018-10","Sustainalytics ESG Risk Score 
 2018-11","Sustainalytics ESG Risk Score 
 2018-12","Sustainalytics ESG Risk Score 
 2019-01","Sustainalytics ESG Risk Score 
 2019-02","Sustainalytics ESG Risk Score 
 2019-03","Sustainalytics ESG Risk Score 
 2019-04","Sustainalytics ESG Risk Score 
 2019-05","Sustainalytics ESG Risk Score 
 2019-06"
ADBE,65,69,69,69,69,69,69,68,68,68,68,68,68,68,68,68,68,68,68,68,68,69,69,69,67,70,70,70,70,70,70,70,70,70,70,70,70,70,67,66,66,66,64,64,64,64,64,73,73,,,73,73,73,73,73,73,,,,73,73,73,74,74,74,68,68,68,69,69,69,69,69,69,69,69,69,69,69,68,68,68,68,68,67,67,67,67,67
AEIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,50,,,,,50,50,50,50,50,50,50,50,53,53,53,,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,54,54
AMD,80,80,80,80,78,80,80,80,77,77,77,77,77,77,77,78,79,79,,81,81,81,81,81,81,81,81,81,80,80,80,80,80,80,80,79,79,78,78,83,83,83,82,82,82,82,82,,82,82,82,82,81,82,82,81,80,,80,,,77,77,77,77,77,77,77,77,78,68,68,,68,68,68,68,68,68,68,69,69,69,73,73,73,73,73,73,73
ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,43,,,,,43,43,43,43,43,43,43,43,43,43,43,43,,,,,,,43,43,43,43,43,43,43,43,43,43,43
AGLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44
AMTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,43,,,,,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
AVTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,,49,,,,,,49,49,51,51,51,51,51,51,,51,51,51,51,51,51,52,52,52,52,52,52,52,,52,52,52,52,52
ASLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,45,45,,,,,,,,,,,,,,,,,,,,,,,,,46,42
AFRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,45,45,45,45,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,44,44,44,44,44,44,44
AGYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,45,45,45,45,45,45,45,45,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48
AGIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,44,44,44,,44,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,45,45,45,45,45,45,45,45,45,45
AGNC,44,44,44,44,43,44,44,44,44,,,,,,,,,,,44,44,,,,,,,,,,,,,,,,44,,,,,,44,44,44,,44,44,44,44,44,44,44,44,44,44,44,44,,45,45,43,43,43,43,43,43,43,43,44,,44,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43
API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,43,,,43,,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
ABNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKAM,54,54,54,54,54,54,54,55,,,,,58,,,,,,,,,59,,,60,60,,,60,,,56,,,,,,,56,,,55,54,54,54,,54,54,54,54,54,54,54,53,57,57,57,,,,,55,55,56,56,56,56,56,58,59,59,59,59,59,59,59,59,59,61,61,61,61,62,62,62,62,62,62,62,62
AKBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,,46,46,46,46,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41
AKRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,50,50,50,,
AKYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,,48,,,,,48,48,48,45,45,45,45,45,47,47,47,47,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47,47
TCRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,44,44,44,44,44,44,44,44,44
ALBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,39,39
ALDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,41,41
ALEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,50,,,,,,50,,50,50,50,50,50,50,53,52,52,,52,52,52,50,50,50,50,50,50,50,50,50,50,50,50,50
ALHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,43,43,43,,43,43,43,43,44,44,44,,,44,43,43,43,42,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44
ALLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43,43
ABTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,43,43,43,43,55,57,57,57,57,57,,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
ALGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,41,,,,,41,41,41,41,41,41,41,42,44,44,44,44,44,44,44,44,44,44,44,44,44,44,46,46,46,46,46,46,46
ALGM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,44,44,44,44
LNT,63,62,62,62,60,61,60,60,,,,,62,,62,,,,,,62,,,,,62,,,,,,,,,,,62,,63,,,,62,60,60,,61,61,61,61,61,61,61,61,61,60,60,,60,60,58,58,58,57,57,57,57,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,58,58,63,63,63,63,63,63
AMOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,,,47,,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47,49,49,49,49,49,49,49,49,49,49,49,49,49
ALLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,43
ALLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDRX,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,51,,,52,,,,,,,,,,,,,,,,,51,51,51,,51,,51,51,,51,51,51,,51,51,51,51,,51,51,51,55,55,55,55,54,54,52,52,52,52,,52,52,52,52,52,52,52,51,51,52,52,52,52,52,52,52
ALNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,45,45,45,45,44,,44,44,44,,44,43,43,43,43,43,43,43,43,43,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
AOSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,48,48,49,49,49,49,49,49,50,50,50,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53
GOOGL,55,55,55,55,55,55,55,57,,,,57,,,,,56,,56,,,,,,,58,,,59,,,,,,,63,63,,62,,,,60,60,60,60,,61,65,,,65,65,64,,64,64,,63,64,,63,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64
GOOG,55,55,55,55,55,55,55,57,,,,57,,,,,56,,56,,,,,,,58,,,59,,,,,,,63,63,,62,,,,60,60,60,60,,61,65,,,65,65,64,,64,64,,63,64,,63,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64
ATEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,46,46,46,46
ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,53,53,53,53,,53,53,53,53,53,53,53,53,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,52,52,,
AIMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,,,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,46,51,51,51,51
ALXO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,41,41
AMRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,44,44,44,44,44,44,44,45,,,,44,,,,,44,,,,51,,,,,52,,52,,52,,51,,,,50,,,50,,,,49,49,49,,49,49,49,49,49,49,49,50,50,50,50,,,50,,50,50,50,50,50,47,47,47,47,47,47,47,47,47,47,,47,45,45,45,45,45,45,45,45,45,45,45,45
AMBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,46,46,47,47,47,47,47,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
AMCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,46,,46,46,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,46,46,46,46,46,46,46,46,46,46,46,46
DOX,,59,59,59,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,57,,,59,57,57,57,57,57,,57,,,57,57,57,,57,57,,,,65,64,64,64,64,64,64,64,64,62,62,62,62,62,62,62,62,62,62,62,55,55,55,55,55,55,55,55,71,71
AMED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,,48,48,48,48,48,48,48,49,49,49,49,,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,50
AMTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,44,,44,44,,,,44,44,44,44,44,44,44,44,44,45,45,46,46,46,46,46,46,46,46,45,45,45,45,45,45,45,45,44,44,44
AAL,69,71,71,71,71,71,71,49,49,,,,,,,,,,,,,,,,,49,,,,,,,,,,49,,,49,,48,,48,48,48,,51,52,52,,52,52,52,52,,51,51,,,54,54,51,51,51,51,51,51,51,55,53,53,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55
AEP,71,70,70,70,70,71,69,67,,,,,,,,,,67,,,67,,,,,65,,,64,,,,63,62,,,,,63,,,,62,62,65,,65,65,65,65,65,65,65,65,,66,66,,66,66,65,65,65,66,66,66,66,69,69,67,67,67,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,68,68,68
AMNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,51,,,51,,,51,51,49,49,43,43,43,44,44,44,44,44,,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
AOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,48,48,48,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,,48,48,48,48,48,48,48
AMSWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,47,47,,,,47,47,47,44,44,44,44,43,45,45,45,45,45,45,45,45,,45,45,45,45,45,45,45,45,45,45,45,45
AMSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,45,,45,45,45,46,46,46,46,46,46,46,,,,,,,,,,,,,,
AMWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,44,,44,44,44,44,44,44,44,44,45,45,45,45,45,,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44
CRMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,41,,,,,,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
ABCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,45,,,45,,,45,45,45,46,46,46,46,47,47,47,47,47,,47,47,47,47,47,45,45,45,45,45,45,45,45,45,45
AMSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,,48,48,47,,47,47,47,47,47,47,,47,47,47,47,47,,47,47,47,47,47,47,47,47,47,47,47
AMGN,55,55,55,55,54,55,57,59,57,,,,,56,59,59,,,,,,61,,,61,62,,,,,62,,,,,,61,61,62,,,,60,60,,57,,58,58,58,58,58,58,58,58,58,56,,56,56,56,,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,58,58,58,58,60,61,61,61,61,61,61,61
FOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,42,,,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,47,47,47,47,47,47,47
AMKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,62,,,,55,55,55,55,55,55,55,55,57,59,59,59,,59,59,59,59,66,66,66,66,66,66,66,66,66,63,63,63,63
POWW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,44,,,,,,44,44,44,44,46,46,46,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,47,47,47,47,47,47
AMRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,52
ADI,60,60,60,59,58,59,59,59,64,,,,64,,,,67,,,,67,68,,,,68,,,66,,,,,,,,,,64,,,,66,66,66,66,66,68,74,74,74,73,73,73,73,73,73,,73,72,72,72,72,72,72,72,72,72,72,73,73,73,,73,73,74,74,74,74,74,78,77,77,77,77,77,77,77,77,77
ANAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,44,44,44,44,44,44,44
AVXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,,
ANDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,46,,,,,46,46,46,46,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
ANGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,44,44,44,44,44,44,44,45,45,45,45,45
ANGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,52,,,,,,52,55,55,55,55,55,55,56,56,56,56,,56,56,56,,56,56,56,56,56,51,51,51,51,51,51,51
ANGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,42,,,,,,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
ANIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,48,,,,,,48,48,48,48,48,48,48,49,49,49,49,,49,49,49,,49,49,49,49,49,49,49,49,49,49,49,49
ANNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANSS,49,49,49,49,49,49,49,41,,,41,,,,,,,,,,,46,,,,,,,,,,,,,48,,,,,,,,48,48,48,,48,48,48,,48,48,48,48,48,48,48,,,,48,46,46,46,46,46,46,46,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,53,53,53,53,53,53,53
